Drzewo BST
Insertion
1,31147
2,148572
3,413167
4,713474
5,1027729
6,1449903
7,2314047
8,2792600
9,3532725
10,4553685
Deletion
1,28945
2,158260
3,356286
4,618332
5,1008526
6,1463035
7,2041132
8,2847246
9,3478590
10,4330764
Finding
1,1002
2,2107
3,3378
4,4323
5,5194
6,6277
7,7323
8,13239
9,9750
10,12466
