Kopiec
Insertion
1,2454
2,7443
3,14512
4,31364
5,33491
6,57020
7,63229
8,89139
9,102475
10,145355
Deletion
1,7021
2,19686
3,48605
4,74671
5,117341
6,174970
7,237440
8,304824
9,386275
10,484237
Finding
1,1514
2,4574
3,9761
4,29406
5,24061
6,33703
7,46579
8,72621
9,84153
10,97850
