Drzewo czerwono-czarne
Insertion
1,2633
2,2438
3,3993
4,4332
5,5570
6,8453
7,9394
8,8879
9,10453
10,12972
Deletion
1,1242
2,2188
3,3558
4,4352
5,5840
6,6680
7,7220
8,8653
9,20280
10,10759
Finding
1,1034
2,2273
3,4922
4,6535
5,5453
6,6781
7,8020
8,8854
9,9707
10,41642
